"question","answer"
"스프링 부트에서 실패 임계값의 기본값은 얼마인가요?","스프링 부트에서 실패 임계값의 기본값은 1입니다. 이는 동일한 컨텍스트 캐시 키에 대한 ApplicationContext를 로드하려는 시도를 한 번만 시도하고, 이후에 실패한 시도를 즉시 중단한다는 것을 의미합니다."
"스프링 부트에서 실패 임계값을 구성하려면 어떻게 해야 하나요?","스프링 부트에서 실패 임계값을 구성하려면 명령행 또는 빌드 스크립트에서 spring.test.context.failure.threshold라는 이름의 JVM 시스템 속성을 양수 정수 값으로 설정하면 됩니다. 또는 SpringProperties 메커니즘을 통해 동일한 속성을 설정할 수도 있습니다. 실패 임계값을 비활성화하려면 매우 큰 값으로 설정하면 됩니다. 예를 들어, 명령행에서 -Dspring.test.context.failure.threshold=1000000과 같이 시스템 속성을 설정할 수 있습니다."
"스프링 통합 테스트에서 컨텍스트 계층 구조를 사용하는 이유는 무엇인가요?","스프링 통합 테스트에서 컨텍스트 계층 구조를 사용하는 이유는 애플리케이션의 여러 부분에 대한 구성과 설정을 분리하고, 공유 컴포넌트와 인프라 구성을 선언하고, 웹 애플리케이션의 경우 부모-자식 컨텍스트 계층 구조를 구성하기 위해서입니다. 이는 공유 컴포넌트와 인프라 구성을 루트 컨텍스트에 선언하고, 웹 특정 컴포넌트에서 자식 컨텍스트에서 소비할 수 있도록 합니다. 이 정보는 {https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/ctx-management/hierarchies.html}에서 확인하실 수 있습니다."
"스프링에서 컨텍스트 계층 구조를 가진 통합 테스트를 어떻게 작성하나요?","스프링에서 컨텍스트 계층 구조를 가진 통합 테스트를 작성하려면, 개별 테스트 클래스 또는 테스트 클래스 계층 구조 내에서 @ContextHierarchy 어노테이션을 사용하여 컨텍스트 구성을 선언해야 합니다. 테스트 클래스 계층 구조 내의 여러 클래스에서 컨텍스트 계층 구조가 선언된 경우, 컨텍스트 계층 구조에서 특정 이름의 레벨에 대한 컨텍스트 구성을 병합하거나 덮어쓸 수도 있습니다. 계층 구조에서 특정 레벨에 대한 구성을 병합할 때는 구성 리소스 유형(XML 구성 파일 또는 컴포넌트 클래스)이 일관되어야 합니다. 이 정보는 {https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/ctx-management/hierarchies.html}에서 확인하실 수 있습니다."
"스프링에서 계층 구조의 컨텍스트에서 @DirtiesContext를 어떻게 사용하나요?","스프링에서 계층 구조의 컨텍스트에서 @DirtiesContext를 사용하려면, 테스트 메서드에 @DirtiesContext 어노테이션을 추가하고 hierarchyMode 플래그를 설정해야 합니다. hierarchyMode 플래그를 사용하면 컨텍스트 캐시를 지우는 방법을 제어할 수 있습니다. 자세한 내용은 Spring Testing Annotations의 @DirtiesContext 섹션과 @DirtiesContext javadoc을 참조하십시오. 이 정보는 {https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/ctx-management/hierarchies.html}에서 확인하실 수 있습니다."
"스프링에서 요청 및 세션 스코프 빈을 테스트하기 위해 필요한 클래스는 무엇인가요?","스프링에서 요청 및 세션 스코프 빈을 테스트하기 위해 필요한 클래스는 @WebAppConfiguration입니다. 이 클래스는 테스트 클래스에 주석이 달려 있어 테스트를 위해 WebApplicationContext가 로드되도록 보장합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/web-scoped-beans.html)"
"스프링에서 요청 스코프 빈을 테스트하기 위해 MockHttpServletRequest를 어떻게 구성하나요?","스프링에서 요청 스코프 빈을 테스트하기 위해 MockHttpServletRequest를 구성하려면, 테스트 인스턴스에 UserService와 MockHttpServletRequest를 모두 주입하고, requestScope() 테스트 메서드 내에서 제공된 MockHttpServletRequest에 요청 매개변수를 설정합니다. 이렇게 하면 사용자 서비스가 현재 MockHttpServletRequest에 대한 요청 스코프 빈에 액세스할 수 있으며, 이를 통해 알려진 입력값에 따라 결과에 대한 어설션을 수행할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/web-scoped-beans.html)"
"스프링에서 세션 스코프 빈을 테스트하기 위해 MockHttpSession을 어떻게 구성하나요?","스프링에서 세션 스코프 빈을 테스트하기 위해 MockHttpSession을 구성하려면, 테스트 인스턴스에 UserService와 MockHttpSession을 모두 주입하고, sessionScope() 테스트 메서드 내에서 제공된 MockHttpSession에 예상 테마 속성을 설정합니다. 이렇게 하면 사용자 서비스가 현재 MockHttpSession에 대한 세션 스코프 빈에 액세스할 수 있으며, 이를 통해 구성된 테마에 따라 결과에 대한 어설션을 수행할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/web-scoped-beans.html)"
"스프링 테스트 컨텍스트 프레임워크에서 트랜잭션 관리는 어떻게 이루어지나요?","스프링 테스트 컨텍스트 프레임워크에서 트랜잭션은 기본적으로 구성된 TransactionalTestExecutionListener에 의해 관리됩니다. 트랜잭션을 사용하려면 @ContextConfiguration 의미론으로 로드된 ApplicationContext에 PlatformTransactionManager 빈을 구성해야 합니다. 또한 테스트에 대해 클래스 또는 메서드 수준에서 Spring의 @Transactional 어노테이션을 선언해야 합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/tx.html)"
"스프링의 테스트 관리 트랜잭션이란 무엇이며, 스프링 관리 트랜잭션 또는 애플리케이션 관리 트랜잭션과 어떻게 다른가요?","스프링의 테스트 관리 트랜잭션은 TransactionalTestExecutionListener를 사용하여 선언적으로 또는 TestTransaction을 사용하여 프로그래밍 방식으로 관리되는 트랜잭션입니다. 이는 테스트를 위해 로드된 ApplicationContext 내에서 스프링이 직접 관리하는 스프링 관리 트랜잭션이나 애플리케이션 코드 내에서 프로그래밍 방식으로 관리되는 애플리케이션 관리 트랜잭션과 혼동해서는 안 됩니다. 스프링 관리 및 애플리케이션 관리 트랜잭션은 일반적으로 테스트 관리 트랜잭션에 참여하지만, REQUIRED 또는 SUPPORTS 이외의 전파 유형으로 구성된 경우 주의가 필요합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/tx.html)"
"스프링의 테스트 관리 트랜잭션과 함께 테스트 프레임워크에서 선점형 타임아웃을 사용할 때 어떤 주의사항이 있나요?","스프링의 테스트 관리 트랜잭션과 함께 테스트 프레임워크에서 선점형 타임아웃을 사용할 때는 주의해야 합니다. 스프링의 테스트 지원은 현재 테스트 메서드가 호출되기 전에 트랜잭션 상태를 현재 스레드(java.lang.ThreadLocal 변수를 통해)에 바인딩합니다. 선점형 타임아웃을 지원하기 위해 테스트 프레임워크가 현재 테스트 메서드를 새로운 스레드에서 호출하는 경우, 현재 테스트 메서드 내에서 수행된 작업은 테스트 관리 트랜잭션 내에서 호출되지 않습니다. 따라서 해당 작업의 결과는 테스트 관리 트랜잭션과 함께 롤백되지 않습니다. 이러한 상황은 JUnit 4의 @Test(timeout = …​) 지원 및 TimeOut 규칙, TestNG의 @Test(timeOut = …​) 지원 등에서 발생할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/tx.html)"
"스프링에서 SQL 스크립트를 실행하는 이유는 무엇인가요?","관계형 데이터베이스에 대한 통합 테스트를 작성할 때, 데이터베이스 스키마를 수정하거나 테이블에 테스트 데이터를 삽입하기 위해 SQL 스크립트를 실행하는 것이 유용합니다. Spring JDBC 모듈은 Spring ApplicationContext가 로드될 때 SQL 스크립트를 실행하여 임베디드 또는 기존 데이터베이스를 초기화하는 기능을 제공합니다."
"Spring에서 SQL 스크립트를 프로그래밍 방식으로 실행하는 데 사용할 수 있는 옵션은 무엇인가요?","Spring에서는 다음과 같은 옵션을 제공하여 통합 테스트 메서드 내에서 SQL 스크립트를 프로그래밍 방식으로 실행할 수 있습니다: ScriptUtils, ResourceDatabasePopulator, AbstractTransactionalJUnit4SpringContextTests, AbstractTransactionalTestNGSpringContextTests"
"Spring TestContext Framework에서 SQL 스크립트를 선언적으로 실행하는 방법은 무엇인가요?","@Sql 어노테이션을 사용하여 통합 테스트 클래스 또는 테스트 메서드 전에 또는 후에 실행될 SQL 문 또는 SQL 스크립트의 리소스 경로를 구성할 수 있습니다. 이는 기본적으로 활성화된 SqlScriptsTestExecutionListener를 통해 지원됩니다."
"스프링 프레임워크의 병렬 테스트 실행이란 무엇인가요?","스프링 프레임워크의 병렬 테스트 실행은 단일 JVM 내에서 테스트를 병렬로 실행하는 기능을 제공합니다. 이를 통해 대부분의 테스트 클래스나 테스트 메서드를 코드나 구성 변경 없이 병렬로 실행할 수 있습니다. 병렬 테스트 실행을 설정하는 방법에 대한 자세한 내용은 테스트 프레임워크, 빌드 도구 또는 IDE의 문서를 참조하십시오. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/parallel-test-execution.html)"
"병렬 테스트 실행을 사용하지 않아야 하는 경우는 어떤 경우인가요?","병렬 테스트 실행을 사용하지 않아야 하는 경우는 다음과 같습니다. 스프링 프레임워크의 @DirtiesContext 지원을 사용하는 테스트, 스프링 부트의 @MockBean 또는 @SpyBean 지원을 사용하는 테스트, JUnit 4의 @FixMethodOrder 지원을 사용하는 테스트, 특정 순서로 테스트 메서드가 실행되도록 설계된 테스트 프레임워크 기능을 사용하는 테스트, 공유 서비스 또는 시스템(예: 데이터베이스, 메시지 브로커, 파일 시스템 등)의 상태를 변경하는 테스트입니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/parallel-test-execution.html)"
"스프링 테스트 컨텍스트 프레임워크에서 병렬 테스트 실행이 불가능한 경우는 어떤 경우인가요?","스프링 테스트 컨텍스트 프레임워크에서 병렬 테스트 실행이 불가능한 경우는 기본 TestContext 구현체가 TestContext(https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/test/context/TestContext.html)의 javadoc에 설명된 대로 복사 생성자를 제공하지 않는 경우입니다. 이 경우 커스텀 TestContext 구현체를 제공하는 타사 라이브러리를 사용하는 경우 병렬 테스트 실행에 적합한지 확인해야 합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/parallel-test-execution.html)"
"스프링 테스트 컨텍스트 프레임워크는 어떤 테스트 프레임워크와 통합되나요?","스프링 테스트 컨텍스트 프레임워크는 JUnit 4와 JUnit 5와 통합됩니다."
"스프링 테스트 컨텍스트 프레임워크에서 JUnit 4를 사용하려면 어떤 어노테이션을 사용해야 하나요?","@RunWith(SpringRunner.class) 어노테이션을 사용하여 스프링 테스트 컨텍스트 프레임워크에서 JUnit 4를 사용할 수 있습니다."
"스프링 테스트 컨텍스트 프레임워크에서 JUnit 5를 사용하려면 어떤 어노테이션을 사용해야 하나요?","@ExtendWith(SpringExtension.class) 어노테이션을 사용하여 스프링 테스트 컨텍스트 프레임워크에서 JUnit 5를 사용할 수 있습니다."
"Spring의 Ahead of Time (AOT) 지원은 어떤 테스트에 사용되나요?","Spring의 Ahead of Time (AOT) 지원은 Spring TestContext Framework를 사용하는 통합 테스트에 사용됩니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/aot.html)"
"AOT 모드에서 테스트를 비활성화하는 방법은 무엇인가요?","@DisabledInAotMode 어노테이션을 사용하여 전체 테스트 클래스 또는 개별 테스트 메소드를 AOT 모드에서 선택적으로 비활성화할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/aot.html)"
"Spring의 AOT 지원은 어떤 테스트 프레임워크와 함께 작동하나요?","Spring의 AOT 지원은 JUnit Jupiter, JUnit 4, TestNG 및 Spring의 핵심 테스트 어노테이션을 사용하는 다른 테스트 프레임워크와 함께 작동합니다. 단, 해당 테스트는 현재 프로젝트에 등록된 JUnit Platform TestEngine을 사용하여 실행되어야 합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/testcontext-framework/aot.html)"
"WebTestClient를 설정하는 방법은 무엇인가요?","WebTestClient를 설정하려면 서버 설정을 선택하여 바인딩해야 합니다. 이는 여러 가지 모의 서버 설정 선택 사항 중 하나 또는 라이브 서버에 대한 연결일 수 있습니다. 모의 요청 및 응답 개체를 통해 특정 컨트롤러를 테스트하려면 모의 서버 설정을 사용하거나, Spring MVC 또는 Spring WebFlux 인프라 및 컨트롤러 선언을 로드하고 모의 요청 및 응답 개체를 통해 요청을 처리하도록 지정할 수 있습니다. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/testing/webtestclient.html#_setup"
"WebTestClient를 사용하여 응답을 확인하는 방법은 무엇인가요?","WebTestClient를 사용하여 응답을 확인하려면 먼저 응답 상태 및 헤더를 주장한 다음 응답 본문을 디코딩할 수 있습니다. expectStatus() 및 expectHeader() 메서드를 사용하여 응답 상태 및 헤더를 주장하고, expectBody() 메서드를 사용하여 응답 본문을 디코딩할 수 있습니다. 디코딩된 객체에 대한 어설션을 수행하거나, 사용자 지정 어설션을 수행하기 위해 객체를 소비하거나, EntityExchangeResult을 얻을 수 있습니다. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/testing/webtestclient.html#_writing_tests"
"WebTestClient를 사용하여 스트리밍 응답을 테스트하는 방법은 무엇인가요?","WebTestClient를 사용하여 스트리밍 응답을 테스트하려면 먼저 응답 상태 및 헤더를 주장한 다음 FluxExchangeResult을 얻어야 합니다. 그리고 reactor-test의 StepVerifier를 사용하여 응답 스트림을 소비할 준비가 되었습니다. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/testing/webtestclient.html#_streaming_responses"
"MockMvc란 무엇이며 Spring MVC 프레임워크의 테스트에 어떻게 사용되나요?","MockMvc는 Spring MVC Test 프레임워크로, Spring MVC 애플리케이션을 테스트하기 위한 지원을 제공합니다. 이는 실행 중인 서버 대신 모의 요청 및 응답 객체를 통해 전체 Spring MVC 요청 처리를 수행합니다. MockMvc는 요청을 수행하고 응답을 확인하기 위해 자체적으로 사용될 수 있습니다. 또한, MockMvc가 요청을 처리하는 서버로 플러그인되는 WebTestClient를 통해 사용될 수도 있습니다. WebTestClient의 장점은 원시 데이터 대신 상위 수준 객체와 함께 작업할 수 있는 옵션과 라이브 서버에 대한 전체 엔드 투 엔드 HTTP 테스트로 전환하고 동일한 테스트 API를 사용할 수 있는 능력입니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework.html)"
"MockMvc를 사용하여 요청을 수행하고 응답을 정의하는 방법은 무엇인가요?","MockMvc를 사용하여 요청을 수행하고 응답을 정의하는 방법은 MockMvc 프레임워크의 핵심 기능입니다. MockMvc를 사용하여 요청을 수행하는 방법에 대한 자세한 내용은 'Performing Requests' 섹션을 참조하십시오. 응답에 대한 기대치를 정의하는 방법에 대한 자세한 내용은 'Defining Expectations' 섹션을 참조하십시오. 이 섹션들은 Spring MVC Test 프레임워크 문서의 'spring-mvc-test-framework/server-performing-requests.html' 및 'spring-mvc-test-framework/server-defining-expectations.html'에서 확인할 수 있습니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework.html)"
"MockMvc와 엔드 투 엔드 테스트의 차이점은 무엇인가요?","MockMvc는 Spring MVC 애플리케이션의 단위 테스트를 수행하는 데 사용되는 반면, 엔드 투 엔드 테스트는 애플리케이션의 전체 기능을 테스트합니다. MockMvc는 모의 객체를 사용하여 애플리케이션의 특정 부분을 격리하여 테스트하는 반면, 엔드 투 엔드 테스트는 실제 환경과 상호 작용하여 애플리케이션의 전체 흐름을 테스트합니다. Spring MVC Test 프레임워크 문서의 'MockMvc vs End-to-End Tests' 섹션에서는 MockMvc와 엔드 투 엔드 테스트의 차이점에 대한 자세한 내용을 제공합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework.html)"
"Spring MVC에 대한 더 완전한 테스트를 수행하려면 어떻게 해야 하나요?","Spring MVC Test 프레임워크 또는 MockMvc를 사용하여 Spring MVC 컨트롤러에 대한 더 완전한 테스트를 수행할 수 있습니다. 이는 DispatcherServlet을 호출하고 spring-test 모듈의 Servlet API의 'mock' 구현을 전달하여 실행 중인 서버 없이 전체 Spring MVC 요청 처리를 복제합니다. MockMvc는 가볍고 타겟팅된 테스트를 사용하여 Spring MVC 애플리케이션의 대부분의 기능을 확인할 수 있는 서버 측 테스트 프레임워크입니다."
"MockMvc는 어떤 기능을 테스트할 수 있나요?","MockMvc는 요청 매핑, 데이터 바인딩, 메시지 변환, 유형 변환, 유효성 검사 및 @InitBinder, @ModelAttribute 및 @ExceptionHandler 메서드를 포함한 대부분의 Spring MVC 기능을 테스트할 수 있습니다."
"MockMvc는 WebTestClient와 함께 사용할 수 있나요?","네, MockMvc는 WebTestClient API를 통해 사용할 수 있으며, 이 경우 MockMvc가 요청을 처리하기 위해 서버로 연결됩니다."
"Spring에서 MockMvc를 직접 사용하여 요청을 수행할 때 필요한 정적 import는 무엇인가요?","MockMvcBuilders, MockMvcRequestBuilders, MockMvcResultMatchers 및 MockMvcResultHandlers에 대한 정적 import가 필요합니다. 이를 기억하는 쉬운 방법은 'MockMvc*'를 검색하는 것입니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-static-imports.html)"
"Spring에서 WebTestClient를 사용하여 MockMvc를 사용할 때 정적 import가 필요한가요?","아니요, WebTestClient를 사용하면 정적 import가 필요하지 않습니다. WebTestClient는 정적 import 없이 유창한 API를 제공합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-static-imports.html)"
"Eclipse에서 MockMvc와 관련된 정적 import를 '즐겨찾기'로 설정하는 방법은 무엇인가요?","Eclipse 환경 설정에서 'Java > Editor > Save Actions > Save Actions on Shutdown'에 MockMvcBuilders, MockMvcRequestBuilders, MockMvcResultMatchers 및 MockMvcResultHandlers를 즐겨찾기 정적 멤버로 추가하면 됩니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-static-imports.html)"
"MockMvc를 설정하는 두 가지 방법은 무엇인가요?","MockMvc는 두 가지 방법으로 설정할 수 있습니다. 하나는 테스트하려는 컨트롤러를 직접 지정하고 Spring MVC 인프라를 프로그래밍 방식으로 구성하는 것이고, 다른 하나는 Spring MVC 및 컨트롤러 인프라가 포함된 Spring 구성을 지정하는 것입니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-setup-options.html)"
"`webAppContextSetup`을 사용하여 MockMvc를 설정하는 방법은 무엇인가요?","`webAppContextSetup`을 사용하여 MockMvc를 설정하려면 다음을 수행하세요. Java 또는 Kotlin에서 `@SpringJUnitWebConfig` 어노테이션을 사용하여 `my-servlet-context.xml` 또는 `test-servlet-context.xml`과 같은 Spring 구성 위치를 지정합니다. 그런 다음 `@BeforeEach` 메서드에서 `WebApplicationContext`를 매개변수로 사용하여 `MockMvcBuilders.webAppContextSetup(wac).build()`를 호출하여 `MockMvc` 인스턴스를 생성합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-setup-options.html)"
"`standaloneSetup`을 사용하여 MockMvc를 설정하는 방법은 무엇인가요?","`standaloneSetup`을 사용하여 MockMvc를 설정하려면 Java 또는 Kotlin에서 `MockMvcBuilders.standaloneSetup(new AccountController()).build()`와 같이 `MockMvcBuilders.standaloneSetup()`을 호출하고 테스트하려는 컨트롤러를 매개변수로 전달합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-setup-options.html)"
"Spring에서 MockMvc를 사용하여 요청을 수행하고 응답을 확인하는 방법은 무엇인가요?","Spring에서 MockMvc를 사용하여 요청을 수행하고 응답을 확인하려면 MockMvc 객체의 perform() 메서드를 사용하면 됩니다. 이 메서드는 요청 메서드, URI, 요청 매개변수 및 헤더를 지정하는 메서드를 제공합니다. 응답을 확인하려면 MockMvc 객체의 and() 메서드를 사용하여 다양한 어설션을 추가하면 됩니다. 예를 들어, 응답 상태 코드, 응답 본문 또는 헤더를 확인할 수 있습니다. MockMvc는 MVC 스타일의 웹 애플리케이션의 컨트롤러를 테스트하는 데 특히 유용합니다. WebTestClient를 통해 MockMvc를 사용하는 경우, 해당 섹션을 참조하십시오. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-performing-requests.html"
"Spring에서 MockMvc를 사용하여 파일 업로드 요청을 수행하는 방법은 무엇인가요?","Spring에서 MockMvc를 사용하여 파일 업로드 요청을 수행하려면 perform() 메서드 대신 mockMvc 객체의 multipart() 메서드를 사용하면 됩니다. 이 메서드는 파일 업로드 요청에 필요한 매개변수를 지정하는 메서드를 제공합니다. 예를 들어, 파일 이름과 파일 바이트 배열을 지정할 수 있습니다. 파일 업로드 요청을 확인하려면 and() 메서드를 사용하여 다양한 어설션을 추가하면 됩니다. 예를 들어, 업로드된 파일의 이름 또는 내용을 확인할 수 있습니다. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-performing-requests.html"
"Spring에서 MockMvc를 사용하여 GET 요청에서 쿼리 매개변수를 지정하는 방법은 무엇인가요?","Spring에서 MockMvc를 사용하여 GET 요청에서 쿼리 매개변수를 지정하려면 get() 메서드의 URI 템플릿 스타일을 사용하면 됩니다. URI 템플릿 스타일에서는 쿼리 매개변수를 {paramName} 형식으로 지정할 수 있습니다. 매개변수 값은 perform() 메서드에 전달하는 배열에 지정합니다. 예를 들어, '/hotels?thing={thing}' 경로에 대한 GET 요청을 수행하려면 mockMvc.perform(get('/hotels?thing={thing}', 'somewhere'))를 사용할 수 있습니다. 쿼리 매개변수를 param() 메서드를 사용하여 지정할 수도 있습니다. 이 메서드는 쿼리 매개변수 이름과 값을 지정하는 메서드를 제공합니다. 예를 들어, '/hotels' 경로에 대한 GET 요청에서 'thing'이라는 쿼리 매개변수를 'somewhere'로 설정하려면 mockMvc.perform(get('/hotels').param('thing', 'somewhere'))를 사용할 수 있습니다. 자세한 내용은 다음 링크를 참조하십시오: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-performing-requests.html"
"스프링 MVC 테스트에서 비동기 요청을 테스트하는 방법은 무엇인가요?","Spring MVC Test에서 비동기 요청을 테스트하려면, 먼저 생성된 비동기 값을 어서트한 다음, 비동기 디스패치를 수동으로 수행하고 마지막으로 응답을 확인하면 됩니다. 다음은 DeferredResult, Callable 또는 Reactor Mono와 같은 반응형 유형을 반환하는 컨트롤러 메서드에 대한 예제 테스트입니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/async-requests.html)"
"Spring MVC에서 비동기 요청 처리는 어떻게 이루어지나요?","Spring MVC에서 비동기 요청 처리는 Servlet 컨테이너 스레드를 종료하고 애플리케이션이 비동기적으로 응답을 계산할 수 있도록 한 다음, Servlet 컨테이너 스레드에서 처리를 완료하기 위해 비동기 디스패치를 수행합니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/async-requests.html)"
"WebTestClient를 사용하여 비동기 요청을 테스트할 때 특별한 작업이 필요한가요?","WebTestClient를 통해 MockMvc를 사용하는 경우, 이 섹션에서 설명하는 작업을 자동으로 수행하므로 비동기 요청을 작동시키기 위해 특별한 작업을 수행할 필요가 없습니다. (출처: https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/async-requests.html)"
"WebTestClient를 사용하여 스트리밍 응답을 테스트하는 방법은 무엇인가요?","WebTestClient를 사용하여 스트리밍 응답을 테스트하는 방법은 Server-Sent Events와 같은 것입니다. 공식 문서에서 설명한 대로, MockMvcWebTestClient는 클라이언트 측에서 서버 스트림을 취소하는 방법이 없기 때문에 무한한 스트림을 지원하지 않습니다. 대신, 실행 중인 서버에 바인딩하거나 Spring Boot를 사용할 때 실행 중인 서버로 테스트해야 합니다. MockMvcWebTestClient는 비동기 응답과 스트리밍 응답을 지원하지만, 서버를 중지하도록 영향을 줄 수 없으므로 서버가 자체적으로 응답 작성을 완료해야 합니다."
"MockMvcWebTestClient가 스트리밍 응답을 지원하지 않는 이유는 무엇인가요?","MockMvcWebTestClient는 클라이언트 측에서 서버 스트림을 취소하는 방법이 없기 때문에 무한한 스트림을 지원하지 않습니다. 이로 인해 서버가 자체적으로 응답 작성을 완료해야 하므로, 실행 중인 서버에 바인딩하거나 Spring Boot를 사용할 때 실행 중인 서버로 테스트해야 합니다."
"MockMvcWebTestClient를 사용하여 스트리밍 응답을 테스트하는 데 어떤 제한이 있나요?","MockMvcWebTestClient를 사용하여 스트리밍 응답을 테스트하는 경우, 서버를 중지하도록 영향을 줄 수 없기 때문에 서버가 자체적으로 응답 작성을 완료해야 합니다. 이는 MockMvcWebTestClient가 비동기 응답과 스트리밍 응답을 지원하지만, 서버를 제어하여 중지할 수 없다는 제한이 있음을 의미합니다."
"MockMvc 인스턴스를 설정할 때, 어떻게 Servlet Filter 인스턴스를 등록하나요?","다음 예시와 같이 MockMvc 인스턴스를 설정할 때, 하나 이상의 Servlet Filter 인스턴스를 등록할 수 있습니다: Java Kotlin mockMvc = standaloneSetup(new PersonController()).addFilters(new CharacterEncodingFilter()).build(); // Kotlin에서는 {kotlin-issues}/KT-22208이 수정될 때까지는 불가능합니다. 등록된 필터는 spring-test의 MockFilterChain을 통해 호출되며, 마지막 필터는 DispatcherServlet에 위임됩니다. (출처: {https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-filters.html})"
"등록된 필터는 어떻게 MockMvc 인스턴스에서 호출되나요?","등록된 필터는 spring-test의 MockFilterChain을 통해 호출되며, 마지막 필터는 DispatcherServlet에 위임됩니다. (출처: {https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-filters.html})"
"Kotlin에서 MockMvc 인스턴스를 설정하는 데 제한이 있나요?","네, Kotlin에서는 {kotlin-issues}/KT-22208이 수정될 때까지는 MockMvc 인스턴스를 설정할 때 Servlet Filter 인스턴스를 등록하는 것이 불가능합니다. (출처: {https://docs.spring.io/spring-framework/reference/testing/spring-mvc-test-framework/server-filters.html})"
"스프링 MVC 테스트 프레임워크의 MockMvc와 엔드 투 엔드 테스트의 주요 차이점은 무엇인가요?","MockMvc는 스프링 테스트 모듈의 서블릿 API 모의 구현에 기반하여 구축되었으며, 실행 중인 컨테이너에 의존하지 않습니다. 따라서 실제 클라이언트와 라이브 서버를 사용하는 완전한 엔드 투 엔드 통합 테스트와 비교할 때 몇 가지 차이점이 있습니다. MockMvc는 MockHttpServletRequest에서 시작하여 컨텍스트 경로, jsessionid 쿠키, 포워딩, 오류 또는 비동기 디스패치가 없으며, 따라서 실제 JSP 렌더링이 없습니다. 대신, 'forwarded' 및 'redirected' URL은 MockHttpServletResponse에 저장되며, 기대치와 함께 주장할 수 있습니다. 또한, MockMvc는 클래식 단위 테스트와 전체 통합 테스트 사이의 다른 정류장을 제공합니다. 그러나 MockMvc의 옵션 중 어느 것도 클래식 단위 테스트의 범주에 속하지 않습니다."
"스프링 MVC 테스트 프레임워크의 MockMvc를 사용할 때 어떤 제한 사항이 있나요?","MockMvc를 사용할 때 몇 가지 제한 사항이 있습니다. 예를 들어, 기본적으로 컨텍스트 경로가 없으며, jsessionid 쿠키, 포워딩, 오류 또는 비동기 디스패치가 없으므로 실제 JSP 렌더링이 없습니다. 또한, MockMvc는 JSP가 호출되지 않으므로 JSP 페이지로 요청이 전달된 JSP 페이지를 확인할 수 있지만 HTML이 렌더링되지 않습니다. 그러나 Thymeleaf 및 Freemarker와 같은 전달에 의존하지 않는 다른 모든 렌더링 기술은 예상대로 응답 본문에 HTML을 렌더링합니다."
