"question","answer"
"What is the minimum required version of Groovy for the Groovy Markup Template Engine?","The Groovy Markup Template engine requires Groovy 2.3.1+. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-groovymarkup.html)"
"How can I configure the Groovy Markup Template Engine in a Spring Boot application?","You can configure the Groovy Markup Template Engine in a Spring Boot application by using the `groovy()` method in the `configureViewResolvers()` method of the `WebMvcConfigurer` interface. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-groovymarkup.html)"
"What is the basic rule for integrating any other script engine in Spring MVC?","The basic rule for integrating any other script engine is that it must implement the ScriptEngine and Invocable interfaces. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-script.html)"
"What are the requirements for using the Nashorn JavaScript engine with Spring MVC?","The Nashorn JavaScript engine is provided with Java 8+. Using the latest update release available is highly recommended. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-script.html)"
"How can you declare a ScriptTemplateConfigurer bean in Java to specify the script engine to use, the script files to load, and the function to call to render templates?","You can declare a ScriptTemplateConfigurer bean in Java by implementing the WebMvcConfigurer interface and overriding the configureViewResolvers method. In this method, you can use the scriptTemplate() method to specify the script engine to use, the script files to load, and the function to call to render templates. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-script.html)"
"What is the purpose of using InternalResourceViewResolver in Spring MVC with JSP and JSTL?","InternalResourceViewResolver is used for dispatching to any Servlet resource, but in particular for JSPs. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-jsp.html)"
"Why is it recommended to place JSP files in a directory under the 'WEB-INF' directory in Spring MVC?","Placing JSP files in a directory under the 'WEB-INF' directory ensures that there can be no direct access by clients. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-jsp.html)"
"What is the difference between JSP and JSTL in the context of Spring MVC?","JSP is a technology for building dynamic web applications, while JSTL is a standard tag library for JSP. When using JSTL, a special view class, the JstlView, is required as JSTL needs some preparation before things such as the I18N features can work. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-jsp.html)"
"What are the two types of feed views provided by Spring Boot?","The two types of feed views provided by Spring Boot are Atom and RSS. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-feeds.html)"
"Which base class do AbstractAtomFeedView and AbstractRssFeedView inherit from?","AbstractAtomFeedView and AbstractRssFeedView inherit from the AbstractFeedView base class. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-feeds.html)"
"What is the purpose of the buildFeedMetadata() method in AbstractAtomFeedView?","The buildFeedMetadata() method in AbstractAtomFeedView is used to implement the feed metadata. The default implementation is empty. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-feeds.html)"
"How can I generate a PDF document or an Excel spreadsheet dynamically from the model data in Spring?","You can generate a PDF document or an Excel spreadsheet dynamically from the model data in Spring by using the Spring's document views feature. This feature allows you to stream a document from the server with the correct content type to enable the client PC to run their spreadsheet or PDF viewer application in response. In order to use Excel views, you need to add the Apache POI library to your classpath. For PDF generation, you need to add (preferably) the OpenPDF library. You should use the latest versions of the underlying document-generation libraries, if possible. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-document.html)"
"What are the base classes provided by Spring Framework for Excel views?","The base classes provided by Spring Framework for Excel views are AbstractXlsView, AbstractXlsxView, and AbstractXlsxStreamingView. These classes are based on Apache POI and provide a programming model similar to AbstractPdfView, with buildExcelDocument() as the central template method. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-document.html)"
"What is the recommended version of the OpenPDF library for use with Spring Framework?","The recommended version of the OpenPDF library for use with Spring Framework is OpenPDF 1.2.12. It is actively maintained and fixes an important vulnerability for untrusted PDF content. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-document.html)"
"What library does Spring offer support for JSON?","Jackson (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-jackson.html)"
"How does MappingJackson2JsonView render the response content as JSON?","The MappingJackson2JsonView uses the Jackson library’s ObjectMapper to render the response content as JSON. By default, the entire contents of the model map (with the exception of framework-specific classes) are encoded as JSON. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-jackson.html)"
"How can you customize XML mapping in MappingJackson2XmlView?","You can customize XML mapping as needed by using JAXB or Jackson’s provided annotations. When you need further control, you can inject a custom XmlMapper through the ObjectMapper property, for cases where custom XML you need to provide serializers and deserializers for specific types. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-jackson.html)"
"What is the purpose of XML Marshalling in Spring Boot?","XML Marshalling in Spring Boot is used to render the response content as XML using an XML Marshaller. This is done by the MarshallingView, which is defined in the org.springframework.oxm package. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-xml-marshalling.html)"
"How does the MarshallingView work in Spring Boot?","The MarshallingView works by using an XML Marshaller to render the response content as XML. You can explicitly set the object to be marshalled by using a MarshallingView instance's modelKey bean property. Alternatively, the view iterates over all model properties and marshals the first type that is supported by the Marshaller. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-xml-marshalling.html)"
"Where can I find more information on the functionality in the org.springframework.oxm package?","For more information on the functionality in the org.springframework.oxm package, you can refer to the documentation on Marshalling XML using O/X Mappers. You can find this documentation at https://docs.spring.io/spring-framework/reference/data-access/oxm.html. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-xml-marshalling.html)"
"What is XSLT and when is it a good choice as a view technology in a web application?","XSLT is a transformation language for XML and is a good choice as a view technology if your application naturally deals with XML or if your model can easily be converted to XML. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-xslt.html)"
"How do you create an XML document as model data and have it transformed with XSLT in a Spring Web MVC application?","You can create an XML document as model data and have it transformed with XSLT in a Spring Web MVC application by adding the XML document to the Model map and returning the view name of our XSLT view. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-xslt.html)"
"How do you configure an XsltViewResolver bean in a Spring Web MVC application?","You can configure an XsltViewResolver bean in a Spring Web MVC application by defining it in the MVC configuration, setting the prefix and suffix properties to specify the location and file extension of the XSLT templates. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-view/mvc-xslt.html)"
"What are the two ways to configure MVC in Spring Boot?","The MVC Java configuration and the MVC XML namespace provide default configuration suitable for most applications and a configuration API to customize it. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config.html)"
"How can you customize the MVC configuration in Spring Boot?","You can use the MVC Config API to customize the default configuration provided by the MVC Java configuration and the MVC XML namespace. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config.html)"
"What are some advanced customization options available for MVC configuration in Spring Boot?","For more advanced customizations, which are not available in the configuration API, you can refer to Advanced Java Config(mvc-config/advanced-java.html) and Advanced XML Config(mvc-config/advanced-xml.html). (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config.html)"
"How can I enable MVC configuration in Java configuration using Spring Boot?","@EnableWebMvc annotation can be used to enable MVC configuration in Java configuration. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/enable.html)"
"What is the equivalent of @EnableWebMvc in Kotlin configuration?","@EnableWebMvc annotation can be used in Kotlin configuration as well to enable MVC configuration. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/enable.html)"
"How can I enable MVC configuration in XML configuration using Spring Boot?","<mvc:annotation-driven> element can be used to enable MVC configuration in XML configuration. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/enable.html)"
"How can you customize Spring MVC configuration in Java using the WebMvcConfigurer interface?","You can implement the WebMvcConfigurer interface in a Java configuration class and implement the configuration methods. Here's an example: Java: @Configuration @EnableWebMvc public class WebConfig implements WebMvcConfigurer { // Implement configuration methods... } Kotlin: @Configuration @EnableWebMvc class WebConfig : WebMvcConfigurer { // Implement configuration methods... } (Source: <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/customize.html>)"
"How can you customize Spring MVC configuration in XML?","In XML, you can customize Spring MVC configuration by checking attributes and sub-elements of <mvc:annotation-driven/>. You can view the Spring MVC XML schema (<https://schema.spring.io/mvc/spring-mvc.xsd>) or use the code completion feature of your IDE to discover what attributes and sub-elements are available. (Source: <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/customize.html>)"
"What is the equivalent of MVC config in the Reactive stack?","The equivalent of MVC config in the Reactive stack is available in the Reactive stack documentation (<https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/customize.html#webflux-config-customize>). (Source: <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/customize.html>)"
"How can I register custom formatters and converters in Java config for Spring MVC?","You can register custom formatters and converters in Java config for Spring MVC by implementing the WebMvcConfigurer interface and overriding the addFormatters method. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/conversion.html)"
"How can I customize date and time formatting for 'date' and 'time' form fields in Spring MVC?","To customize date and time formatting for 'date' and 'time' form fields in Spring MVC, you can use the DateTimeFormatterRegistrar class and set the useIsoFormat property to true. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/conversion.html)"
"What is the FormatterRegistrar SPI and how can it be used in Spring MVC?","The FormatterRegistrar SPI is a Service Provider Interface that can be used to register custom formatters in Spring MVC. It can be used with the FormattingConversionServiceFactoryBean to customize formatting and conversion. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/conversion.html)"
"How is Bean Validation integrated with Spring MVC by default?","By default, if Bean Validation (e.g., Hibernate Validator) is present on the classpath, the LocalValidatorFactoryBean is registered as a global Validator for use with @Valid and @Validated on controller method arguments. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/validation.html)"
"How can you customize the global Validator instance in Java configuration?","In Java configuration, you can customize the global Validator instance by implementing the WebMvcConfigurer interface and overriding the getValidator() method. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/validation.html)"
"How can you register a Validator implementation locally in a controller?","You can register a Validator implementation locally in a controller by overriding the @InitBinder method and adding the validator to the WebDataBinder. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/validation.html)"
"How can you register interceptors to apply to incoming requests in Java configuration using Spring Boot?","You can register interceptors to apply to incoming requests in Java configuration using Spring Boot by implementing the WebMvcConfigurer interface and overriding the addInterceptors method. This method takes an InterceptorRegistry argument, which you can use to add interceptors to. For example, you can add a LocaleChangeInterceptor and a ThemeChangeInterceptor as shown in the provided example. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/interceptors.html)"
"How can you achieve the same interceptor configuration in XML using Spring Boot?","To achieve the same interceptor configuration in XML using Spring Boot, you can use the mvc:interceptors element to declare MappedInterceptor beans. Within this element, you can specify the class of the interceptor beans and their path patterns using the mvc:mapping and mvc:exclude-mapping elements. For example, the provided example shows how to declare LocaleChangeInterceptor and ThemeChangeInterceptor beans with their respective path patterns. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/interceptors.html)"
"Are interceptors ideally suited as a security layer in Spring Boot?","Interceptors are not ideally suited as a security layer in Spring Boot due to the potential for a mismatch with annotated controller path matching. Instead, it is recommended to use Spring Security or a similar approach integrated with the Servlet filter chain and applied as early as possible. This is because interceptors are detected by HandlerMapping beans, including those from other frameworks, and their configuration can vary depending on whether you use Java or XML configuration. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/interceptors.html)"
"How can you configure how Spring MVC determines the requested media types from the request?","You can configure how Spring MVC determines the requested media types from the request by using the ContentNegotiationConfigurer class. By default, only the Accept header is checked. You can customize requested content type resolution in Java configuration as shown in the example provided. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/content-negotiation.html)"
"What are the different ways to specify the requested media types in a request?","The different ways to specify the requested media types in a request are through the Accept header, URL path extension, query parameter, and others. If you must use URL-based content type resolution, consider using the query parameter strategy over path extensions. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/content-negotiation.html)"
"How can you achieve the same configuration in XML as shown in the Java configuration example?","To achieve the same configuration in XML as shown in the Java configuration example, you can use the ContentNegotiationManagerFactoryBean class and the mvc:annotation-driven tag. The following example shows how to do this: <mvc:annotation-driven content-negotiation-manager=""contentNegotiationManager""/> <bean id=""contentNegotiationManager"" class=""org.springframework.web.accept.ContentNegotiationManagerFactoryBean""> <property name=""mediaTypes"" value="" json=application/json xml=application/xml ""/> </bean> (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/content-negotiation.html)"
"How can you set the HttpMessageConverter instances to use in Java configuration in Spring Boot?","You can override the configureMessageConverters() method in the WebMvcConfigurer interface to set the HttpMessageConverter instances to use in Java configuration in Spring Boot. (Source: https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/web/servlet/config/annotation/WebMvcConfigurer.html#configureMessageConverters-java.util.List-)"
"What is the difference between configureMessageConverters() and extendMessageConverters() methods in the WebMvcConfigurer interface?","The configureMessageConverters() method allows you to replace the default HttpMessageConverter instances used by Spring Boot, while extendMessageConverters() allows you to customize the list of configured message converters at the end. (Source: https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/web/servlet/config/annotation/WebMvcConfigurer.html#configureMessageConverters-java.util.List-)"
"How can you add customized XML and Jackson JSON converters in Spring Boot?","You can use the Jackson2ObjectMapperBuilder to create a common configuration for both MappingJackson2HttpMessageConverter and MappingJackson2XmlHttpMessageConverter with indentation enabled, a customized date format, and the registration of jackson-module-parameter-names. Then, add the customized converters to the list of HttpMessageConverters using the configureMessageConverters() method. (Source: https://docs.spring.io/spring-framework/docs/6.1.13/javadoc-api/org/springframework/http/converter/json/Jackson2ObjectMapperBuilder.html)"
"What is a View Controller in Spring Boot?","A View Controller is a shortcut for defining a ParameterizableViewController that immediately forwards to a view when invoked. It is used in static cases when there is no Java controller logic to run before the view generates the response. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/view-controller.html)"
"How can you configure a View Controller in Java?","You can configure a View Controller in Java by using the @Configuration and @EnableWebMvc annotations, and implementing the WebMvcConfigurer interface. You can then use the addViewControllers method to add the View Controller. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/view-controller.html)"
"Can a View Controller and an @RequestMapping method be used together to handle the same URL?","No, a View Controller cannot be used to handle the same URL as an @RequestMapping method. This is because a match by URL to an annotated controller is considered a strong enough indication of endpoint ownership so that a 405 (METHOD_NOT_ALLOWED), a 415 (UNSUPPORTED_MEDIA_TYPE), or similar response can be sent to the client to help with debugging. For this reason it is recommended to avoid splitting URL handling across an annotated controller and a view controller. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/view-controller.html)"
"What does Spring MVC allow for mapping the DispatcherServlet to /?","Spring MVC allows for mapping the DispatcherServlet to / (thus overriding the mapping of the container’s default Servlet), while still allowing static resource requests to be handled by the container’s default Servlet. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/default-servlet-handler.html)"
"How does Spring MVC configure a DefaultServletHttpRequestHandler?","Spring MVC configures a DefaultServletHttpRequestHandler with a URL mapping of /** and the lowest priority relative to other URL mappings. This handler forwards all requests to the default Servlet. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/default-servlet-handler.html)"
"What is the caveat to overriding the / Servlet mapping in Spring MVC?","The caveat to overriding the / Servlet mapping is that the RequestDispatcher for the default Servlet must be retrieved by name rather than by path. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/default-servlet-handler.html)"
"How can I customize path matching in Java configuration using Spring WebFlux?","You can customize path matching in Java configuration using Spring WebFlux by implementing the WebMvcConfigurer interface and overriding the configurePathMatch method. In this method, you can use the PathMatchConfigurer class to add a path prefix and a handler type predicate. Here's an example: Java Kotlin @Configuration @EnableWebMvc public class WebConfig implements WebMvcConfigurer { @Override public void configurePathMatch(PathMatchConfigurer configurer) { configurer.addPathPrefix(""/api"", HandlerTypePredicate.forAnnotation(RestController.class)); } private PathPatternParser patternParser() { // ... } } (Source: <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/path-matching.html>)"
"How can I customize path matching in XML configuration using Spring WebFlux?","You can customize path matching in XML configuration using Spring WebFlux by using the mvc:annotation-driven and mvc:path-matching elements. In the mvc:path-matching element, you can set the path-helper and path-matcher attributes to your custom path helpers and path matchers. Here's an example: <mvc:annotation-driven> <mvc:path-matching path-helper=""pathHelper"" path-matcher=""pathMatcher""/> </mvc:annotation-driven> <bean id=""pathHelper"" class=""org.example.app.MyPathHelper""/> <bean id=""pathMatcher"" class=""org.example.app.MyPathMatcher""/> (Source: <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/path-matching.html>)"
"What is the purpose of the PathMatchConfigurer class in Spring WebFlux?","The PathMatchConfigurer class in Spring WebFlux is used to configure options related to path matching and treatment of the URL. You can customize path matching in Java configuration by implementing the WebMvcConfigurer interface and overriding the configurePathMatch method. In this method, you can use the PathMatchConfigurer class to add a path prefix and a handler type predicate. For details on the individual options, see the PathMatchConfigurer javadoc. (Source: <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/path-matching.html>)"
"What is the purpose of the DelegatingWebMvcConfiguration class in Spring MVC?","The DelegatingWebMvcConfiguration class provides default Spring configuration for Spring MVC applications and detects and delegates to WebMvcConfigurer implementations to customize that configuration. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/advanced-java.html)"
"How can you remove @EnableWebMvc and extend directly from DelegatingWebMvcConfiguration in Spring MVC?","You can remove @EnableWebMvc and extend directly from DelegatingWebMvcConfiguration by creating a configuration class that extends DelegatingWebMvcConfiguration instead of implementing WebMvcConfigurer. This allows you to override bean declarations from the base class and still have any number of other WebMvcConfigurer implementations on the classpath. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/advanced-java.html)"
"Can you keep existing methods in WebConfig when extending DelegatingWebMvcConfiguration in Spring MVC?","Yes, you can keep existing methods in WebConfig when extending DelegatingWebMvcConfiguration. You can now also override bean declarations from the base class, and you can still have any number of other WebMvcConfigurer implementations on the classpath. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/advanced-java.html)"
"What is the equivalent of HTTP/2 in the Reactive stack in Spring Boot?","The equivalent of HTTP/2 in the Reactive stack in Spring Boot is described in the official documentation at <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-http2.html>."
"What is the minimum required version of the Servlet API for HTTP/2 support in Spring Framework?","Spring Framework 5 is compatible with Servlet API 4, which is the minimum required version for HTTP/2 support. This information can be found in the official documentation at <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-http2.html>."
"How can you proactively push resources to clients using HTTP/2 in Spring Framework?","You can use the jakarta.servlet.http.PushBuilder to proactively push resources to clients using HTTP/2 in Spring Framework. This is supported as a method argument to @RequestMapping methods. More details can be found in the official documentation at <https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-http2.html>."
"What is the purpose of RestClient in Spring Framework?","RestClient is a synchronous HTTP client that exposes a modern, fluent API. It is designed to provide a simple and easy-to-use interface for making HTTP requests. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-client.html#rest-restclient)"
"How does WebClient differ from RestTemplate in Spring Framework?","WebClient is a reactive client that performs HTTP requests using a fluent API, while RestTemplate is a synchronous client that exposes a simple, template-method API over underlying HTTP client libraries. WebClient is designed for reactive programming and non-blocking I/O, whereas RestTemplate is designed for traditional, blocking I/O. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-client.html#rest-restclient)"
"What is the advantage of using the HTTP interface in Spring Framework?","Using the HTTP interface in Spring Framework simplifies HTTP remote access and provides additional flexibility for choosing an API style such as synchronous or reactive. It helps to generate a proxy that implements the interface and performs the exchanges. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-client.html#rest-http-interface)"
"What is the purpose of the Servlet API Mocks in Spring Boot testing?","The Servlet API Mocks are used to provide mock implementations of Servlet API contracts for unit testing controllers, filters, and other web components. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-test.html#mock-objects-servlet)"
"What is the TestContext Framework in Spring Boot testing and what does it provide?","The TestContext Framework is a support for loading Spring configuration in JUnit and TestNG tests, including efficient caching of the loaded configuration across test methods and support for loading a WebApplicationContext with a MockServletContext. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-test.html#testcontext-framework)"
"What is the Spring MVC Test framework and how is it used?","The Spring MVC Test framework, also known as MockMvc, is a framework for testing annotated controllers through the DispatcherServlet, complete with the Spring MVC infrastructure but without an HTTP server. It is used to test Spring MVC applications. (Source: https://docs.spring.io/spring-framework/reference/web/webmvc-test.html#spring-mvc-test-framework)"
"What is the WebSocket protocol and how does it work?","The WebSocket protocol is a standardized way to establish a full-duplex, two-way communication channel between client and server over a single TCP connection. It begins with an HTTP request that uses the HTTP Upgrade header to switch to the WebSocket protocol. A successful handshake results in the TCP socket remaining open for both client and server to send and receive messages. (Source: https://docs.spring.io/spring-framework/reference/web/websocket.html)"
"How does the WebSocket protocol differ from HTTP in terms of architecture and application programming models?","WebSocket has an asynchronous, event-driven, messaging architecture, while HTTP follows a request-response style with many URLs. In WebSocket, there is usually only one URL for the initial connect, and all application messages flow on that same TCP connection. (Source: https://docs.spring.io/spring-framework/reference/web/websocket.html)"
"What factors should be considered when deciding whether to use WebSocket for a web application?","Low latency, high frequency, and high volume of messages make the best case for using WebSocket. However, the use of WebSocket for internal applications within the firewall is a more straightforward decision than for public-facing applications due to potential issues with restrictive proxies. (Source: https://docs.spring.io/spring-framework/reference/web/websocket.html)"
"What is the purpose of SockJS Fallback in Spring Boot?","The purpose of SockJS Fallback in Spring Boot is to provide a solution for WebSocket interactions that may be precluded by restrictive proxies over the public Internet. SockJS Fallback allows applications to use a WebSocket API but fall back to non-WebSocket alternatives when necessary at runtime, without the need to change application code. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/fallback.html)"
"What are the components of SockJS?","The components of SockJS include the SockJS protocol, the SockJS JavaScript client, SockJS server implementations, and a SockJS Java client. The SockJS protocol is defined in the form of executable narrated tests, the SockJS JavaScript client is a client library for use in browsers, and SockJS server implementations include one in the Spring Framework spring-websocket module. A SockJS Java client is available in the spring-websocket module since version 4.1. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/fallback.html)"
"What are the different transport types supported by SockJS?","SockJS supports three general categories of transports: WebSocket, HTTP Streaming, and HTTP Long Polling. The WebSocket transport requires only a single HTTP request to do the WebSocket handshake, while HTTP transports require more requests. Ajax/XHR streaming, for example, relies on one long-running request for server-to-client messages and additional HTTP POST requests for client-to-server messages. Long polling is similar, except that it ends the current request after each server-to-client send. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/fallback.html)"
"What is the main purpose of STOMP in the context of WebSocket?","STOMP is a protocol that allows client and server to negotiate a sub-protocol to define the kind of messages each can send, their format, and content. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp.html)"
"What are the two types of messages defined by the WebSocket protocol?","The WebSocket protocol defines two types of messages: text and binary. However, their content is undefined. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp.html)"
"Is the use of a sub-protocol in STOMP mandatory?","The use of a sub-protocol in STOMP is optional, but the client and server need to agree on some protocol that defines message content. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp.html)"
"What is the purpose of STOMP?","The purpose of STOMP is to provide a simple, text-oriented messaging protocol that can be used over any reliable two-way streaming network protocol, such as TCP and WebSocket. It was originally created for scripting languages to connect to enterprise message brokers and is designed to address a minimal subset of commonly used messaging patterns. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/overview.html)"
"What is the structure of a STOMP frame?","The structure of a STOMP frame consists of a COMMAND, headers, and a Body, followed by a termination character (^@). Frames are modeled on HTTP and can be used to send or subscribe for messages, along with a destination header that describes what the message is about and who should receive it. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/overview.html)"
"How does Spring's STOMP support work with a dedicated STOMP broker?","When Spring's STOMP support is configured to work with a dedicated STOMP broker, Spring maintains TCP connections to the broker, relays messages to it, and passes messages from it down to connected WebSocket clients. This allows Spring web applications to rely on unified HTTP-based security, common validation, and a familiar programming model for message handling. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/overview.html)"
"What are the benefits of using STOMP as a sub-protocol in Spring Framework?","Using STOMP as a sub-protocol in Spring Framework provides several benefits, including no need to invent a custom messaging protocol and message format, availability of STOMP clients including a Java client in the Spring Framework, optional use of message brokers to manage subscriptions and broadcast messages, organization of application logic in multiple @Controller instances, routing of messages based on the STOMP destination header, and securing messages using Spring Security. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/benefits.html)"
"How does using STOMP as a sub-protocol compare to using raw WebSockets in terms of programming model?","Using STOMP as a sub-protocol allows the Spring Framework and Spring Security to provide a richer programming model compared to using raw WebSockets. This is similar to how using HTTP provides a richer programming model compared to raw TCP. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/benefits.html)"
"Can you name some message brokers that can be used with STOMP in Spring Framework?","Some message brokers that can be used with STOMP in Spring Framework include RabbitMQ, ActiveMQ, and others. These brokers can be used to manage subscriptions and broadcast messages. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/benefits.html)"
"How can you expose a STOMP endpoint over WebSocket in Spring Boot?","To expose a STOMP endpoint over WebSocket in Spring Boot, you can use the spring-messaging and spring-websocket modules. Once you have those dependencies, you can configure the WebSocket endpoint by adding the following code in your WebSocketConfig class: `registry.addEndpoint(""/portfolio"");`. This endpoint is the HTTP URL for the endpoint to which a WebSocket (or SockJS) client needs to connect for the WebSocket handshake. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/enable.html)"
"How do you route STOMP messages to @MessageMapping methods in @Controller classes in Spring Boot?","To route STOMP messages to @MessageMapping methods in @Controller classes in Spring Boot, you can configure the MessageBroker in your WebSocketConfig class by adding the following code: `config.setApplicationDestinationPrefixes(""/app"");`. This configuration sets the prefix for STOMP messages that should be routed to @MessageMapping methods in @Controller classes. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/enable.html)"
"How do you enable the built-in simple broker for subscriptions and broadcasting in Spring Boot?","To enable the built-in simple broker for subscriptions and broadcasting in Spring Boot, you can configure the MessageBroker in your WebSocketConfig class by adding the following code: `config.enableSimpleBroker(""/topic"", ""/queue"");`. This configuration enables the built-in message broker for subscriptions and broadcasting and routes messages whose destination header begins with /topic or /queue to the broker. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/enable.html)"
"How can I configure the underlying WebSocket server transport in Spring Boot?","For Jakarta WebSocket servers, add a ServletServerContainerFactoryBean to your configuration. For examples, see Configuring the Server(../server.html#websocket-server-runtime-configuration) under the WebSocket section. (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/server-config.html)"
"How can I customize the JettyRequestUpgradeStrategy for Jetty WebSocket servers in Spring Boot?","Configure the WebSocketConfig class to implement the WebSocketMessageBrokerConfigurer interface and customize the JettyRequestUpgradeStrategy as follows: @Configuration @EnableWebSocketMessageBroker public class WebSocketConfig implements WebSocketMessageBrokerConfigurer { @Override public void registerStompEndpoints(StompEndpointRegistry registry) { registry.addEndpoint('/portfolio').setHandshakeHandler(handshakeHandler()); } @Bean public DefaultHandshakeHandler handshakeHandler() { JettyRequestUpgradeStrategy strategy = new JettyRequestUpgradeStrategy(); strategy.addWebSocketConfigurer(configurable -> { policy.setInputBufferSize(4 * 8192); policy.setIdleTimeout(600000); }); return new DefaultHandshakeHandler(strategy); } } (Source: https://docs.spring.io/spring-framework/reference/web/websocket/stomp/server-config.html)"
